"Series Code","Topic","Indicator Name","Short definition","Long definition","Unit of measure","Periodicity","Base Period","Other notes","Aggregation method","Limitations and exceptions","Notes from original source","General comments","Source","Statistical concept and methodology","Development relevance","Related source links","Other web links","Related indicators","License Type",
"fin24.5.7.d","Wellbeing","Main source of emergency funds in 7 days: sale of assets (% age 15+)","The percentage of respondents who say it is possible for them to come up with emergency funds in 7 days and list selling assets as their main source of emergency funds.","The percentage of respondents who say it is somewhat difficult, very difficult, or not difficult at all for them to come up with 1/20 of GNI per capita in local currency units in the next 7 days and list selling assets as their main source of emergency funds.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24.5.d","Wellbeing","Main source of emergency funds in 30 days: sale of assets (% age 15+)","The percentage of respondents who say it is possible for them to come up with emergency funds in 30 days and list selling assets as their main source of emergency funds.","The percentage of respondents who say it is somewhat difficult, very difficult, or not difficult at all for them to come up with 1/20 of GNI per capita in local currency units in the next 30 days and list selling assets as their main source of emergency funds.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24.6.7.d","Wellbeing","Main source of emergency funds in 7 days: other (% age 15+)","The percentage of respondents who say it is possible for them to come up with emergency funds in 7 days and list some other source as their main source of emergency funds.","The percentage of respondents who say it is somewhat difficult, very difficult, or not difficult at all for them to come up with 1/20 of GNI per capita in local currency units in the next 7 days and list some other source as their main source of emergency funds.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24.6.d","Wellbeing","Main source of emergency funds in 30 days: other (% age 15+)","The percentage of respondents who say it is possible for them to come up with emergency funds in 30 days and list some other source as their main source of emergency funds.","The percentage of respondents who say it is somewhat difficult, very difficult, or not difficult at all for them to come up with 1/20 of GNI per capita in local currency units in the next 30 days and list some other source as their main source of emergency funds.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult (% age 15+)","The percentage of respondents who say it is possible and very difficult for them to come up with the emergency funds in 30 days.","The percentage of respondents who say it is possible and very difficult for them to come up with 1/20 of GNI per capita in local currency units in 30 days.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.1","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, female (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, female (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.10","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, urban (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, urban (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.11","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, out of labor force (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, out of labor force (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.12","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, in labor force (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, in labor force (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.2","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, male (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, male (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.3","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, young (% ages 15-24)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, young (% ages 15-24)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.4","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, older (% age 25+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, older (% age 25+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.5","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, primary education or less (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, primary education or less (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.6","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, secondary education or more (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, secondary education or more (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.7","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, income, poorest 40% (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, poorest 40% (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.8","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, income, richest 60% (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, richest 60% (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.1.d.9","Wellbeing","Coming up with emergency funds in 30 days: possible and very difficult, rural (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, rural (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult (% age 15+)","The percentage of respondents who say it is possible and somewhat difficult for them to come up with the emergency funds in 30 days.","The percentage of respondents who say it is possible and somewhat difficult for them to come up with 1/20 of GNI per capita in local currency units in 30 days.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.1","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, female (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, female (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.10","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, urban (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, urban (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.11","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, out of labor force (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, out of labor force (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.12","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, in labor force (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, in labor force (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.2","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, male (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, male (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.3","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, young (% ages 15-24)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, young (% ages 15-24)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.4","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, older (% age 25+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, older (% age 25+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.5","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, primary education or less (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, primary education or less (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.6","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, secondary education or more (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, secondary education or more (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.7","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, income, poorest 40% (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, poorest 40% (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.8","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, income, richest 60% (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, richest 60% (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.2.d.9","Wellbeing","Coming up with emergency funds in 30 days: possible and somewhat difficult, rural (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, rural (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all (% age 15+)","The percentage of respondents who say it is possible and not difficult at all for them to come up with the funds in 30 days.","The percentage of respondents who say it is possible and not difficult at all for them to come up with with 1/20 of GNI per capita in local currency units in 30 days.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.1","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, female (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, female (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.10","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, urban (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, urban (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.11","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, out of labor force (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, out of labor force (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.12","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, in labor force (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, in labor force (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.2","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, male (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, male (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.3","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, young (% ages 15-24)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, young (% ages 15-24)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.4","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, older (% age 25+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, older (% age 25+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.5","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, primary education or less (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, primary education or less (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.6","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, secondary education or more (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, secondary education or more (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.7","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, income, poorest 40% (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, poorest 40% (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.8","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, income, richest 60% (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, richest 60% (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.3.d.9","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult at all, rural (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, rural (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult (% age 15+)","The percentage of respondents who say it is possible and not difficult at all or somewhat difficult to come up with the funds in 30 days.","The percentage of respondents who say it is possible and not difficult at all or somewhat difficult to come up with 1/20 of GNI per capita in local currency units in 30 days.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.1","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, female (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, female (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.10","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, urban (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, urban (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.11","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, out of labor force (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, out of labor force (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.12","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, in labor force (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, in labor force (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.2","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, male (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, male (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.3","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, young (% ages 15-24)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, young (% ages 15-24)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.4","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, older (% age 25+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, older (% age 25+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.5","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, primary education or less (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, primary education or less (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.6","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, secondary education or more (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, secondary education or more (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.7","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, income, poorest 40% (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, poorest 40% (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.8","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, income, richest 60% (% ages 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, richest 60% (% ages 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.32.d.9","Wellbeing","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, rural (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, rural (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.321.d","Wellbeing","Coming up with emergency funds in 30 days: possible (% age 15+)","The percentage of respondents who say it is possible--whether""difficult,""""somewhat difficult,""or""not very difficult""--for them to come up with the emergency funds in 30 days.","The percentage of respondents who say it is possible--whether""difficult,""""somewhat difficult,""or""not very difficult""--for them to come up with with 1/20 of GNI per capita in local currency units in 30 days.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.321.d.1","Wellbeing","Coming up with emergency funds in 30 days: possible, female (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, female (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin24a.321.d.10","Wellbeing","Coming up with emergency funds in 30 days: possible, urban (% age 15+)","The percentage of respondents who say it is not possible for them to come up with the emergency funds in 30 days, urban (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,""""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
