"Series Code","Topic","Indicator Name","Short definition","Long definition","Unit of measure","Periodicity","Base Period","Other notes","Aggregation method","Limitations and exceptions","Notes from original source","General comments","Source","Statistical concept and methodology","Development relevance","Related source links","Other web links","Related indicators","License Type",
"fin22a.t.d.2","Time series variables","Borrowed from a financial institution or used a credit card, female (% age 15+)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, female (% age 15+).","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22a.t.d.3","Time series variables","Borrowed from a financial institution or used a credit card, young adults (% age 15-24)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, young adults (% age 15-24).","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22a.t.d.4","Time series variables","Borrowed from a financial institution or used a credit card, older adults (% age 25+)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, older adults (% age 25+).","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22a.t.d.5","Time series variables","Borrowed from a financial institution or used a credit card, primary education or less (% age 15+)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, primary education or less (% age 15+).","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22a.t.d.6","Time series variables","Borrowed from a financial institution or used a credit card, secondary education or more (% age 15+)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, secondary education or more (% age 15+).","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22a.t.d.7","Time series variables","Borrowed from a financial institution or used a credit card, income, poorest 40% (% age 15+)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, income, poorest 40% (% age 15+).","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22a.t.d.8","Time series variables","Borrowed from a financial institution or used a credit card, income, richest 60% (% age 15+)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, income, richest 50% (% age 15+).","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22a.t.d.9","Time series variables","Borrowed from a financial institution or used a credit card, rural (% age 15+)","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, rural (% age 15+).","The percentage of respondents who report borrowing any money from a bank or another type of financial institution, or using a credit card, in the past 12 months, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a","Time series variables","Borrowed from family or friends (% age 15+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months.","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.1","Time series variables","Borrowed from family or friends, male  (% age 15+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, male (% age 15+).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.10","Time series variables","Borrowed from family or friends, in labor force  (% age 15+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, in labor force  (% age 15+).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.11","Time series variables","Borrowed from family or friends, out of labor force (% age 15+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, out of labor force  (% age 15+).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.2","Time series variables","Borrowed from family or friends, female (% age 15+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, female (% age 15+).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.3","Time series variables","Borrowed from family or friends, young adults (% age 15-24)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, young adults (% age 15-24).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.4","Time series variables","Borrowed from family or friends, older adults  (% age 25+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, older adults (% age 25+).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.5","Time series variables","Borrowed from family or friends, primary education or less (% age 15+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, primary education or less (% age 15+).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.6","Time series variables","Borrowed from family or friends, secondary education or more (% age 15+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, secondary education or more (% age 15+).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.7","Time series variables","Borrowed from family or friends, income, poorest 40%  (% age 15+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, income, poorest 40% (% age 15+).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.8","Time series variables","Borrowed from family or friends, income, richest 60%  (% age 15+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, income, richest 50% (% age 15+).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22b.t.a.9","Time series variables","Borrowed from family or friends, rural (% age 15+)","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, rural (% age 15+).","The percentage of respondents who report borrowing any money from family, relatives, or friends in the past 12 months, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a","Time series variables","Borrowed from a savings club (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months.","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.1","Time series variables","Borrowed from a savings club, male  (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, male (% age 15+).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.10","Time series variables","Borrowed from a savings club, in labor force (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, in labor force  (% age 15+).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.11","Time series variables","Borrowed from a savings club, out of labor force (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, out of labor force  (% age 15+).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.2","Time series variables","Borrowed from a savings club, female (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, female (% age 15+).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.3","Time series variables","Borrowed from a savings club, young adults (% age 15-24)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, young adults (% age 15-24).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.4","Time series variables","Borrowed from a savings club, older adults  (% age 25+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, older adults (% age 25+).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.5","Time series variables","Borrowed from a savings club, primary education or less (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, primary education or less (% age 15+).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.6","Time series variables","Borrowed from a savings club, secondary education or more (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, secondary education or more (% age 15+).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.7","Time series variables","Borrowed from a savings club, income, poorest 40% (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, income, poorest 40% (% age 15+).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.8","Time series variables","Borrowed from a savings club, income, richest 60% (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, income, richest 50% (% age 15+).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin22c.a.9","Time series variables","Borrowed from a savings club, rural  (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, rural (% age 15+).","The percentage of respondents who report borrowing any money from an informal savings club in the past 12 months, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d","Time series variables","Borrowed any money in the past year (% age 15+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months.","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.1","Time series variables","Borrowed any money in the past year, male  (% age 15+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, male (% age 15+).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.10","Time series variables","Borrowed any money in the past year, in labor force  (% age 15+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, in labor force  (% age 15+).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.11","Time series variables","Borrowed any money in the past year, out of labor force  (% age 15+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, out of labor force  (% age 15+).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.2","Time series variables","Borrowed any money in the past year, female (% age 15+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, female (% age 15+).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.3","Time series variables","Borrowed any money in the past year, young adults  (% age 15-24)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, young adults (% age 15-24).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.4","Time series variables","Borrowed any money in the past year, older adults  (% age 25+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, older adults (% age 25+).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.5","Time series variables","Borrowed any money in the past year, primary education or less (% age 15+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, primary education or less (% age 15+).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.6","Time series variables","Borrowed any money in the past year, secondary education or more (% age 15+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, secondary education or more (% age 15+).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.7","Time series variables","Borrowed any money in the past year, income, poorest 40% (% age 15+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, income, poorest 40% (% age 15+).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.8","Time series variables","Borrowed any money in the past year, income, richest 60% (% age 15+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, income, richest 50% (% age 15+).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin23.t.d.9","Time series variables","Borrowed any money in the past year, rural  (% age 15+)","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, rural (% age 15+).","The percentage of respondents who report borrowing any money (by themselves or together with someone else) for any reason and from any source in the past 12 months, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a","Time series variables","Coming up with emergency funds: possible (% age 15+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month.","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.1","Time series variables","Coming up with emergency funds: possible, male (% age 15+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, male (% age 15+).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.10","Time series variables","Coming up with emergency funds: possible, in labor force (% age 15+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, in labor force  (% age 15+).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.11","Time series variables","Coming up with emergency funds: possible, out of labor force(% age 15+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, out of labor force  (% age 15+).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.2","Time series variables","Coming up with emergency funds: possible, female (% age 15+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, female (% age 15+).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.3","Time series variables","Coming up with emergency funds: possible, young adults (% age 15-24)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, young adults (% age 15-24).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.4","Time series variables","Coming up with emergency funds: possible, older adults (% age 25+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, older adults (% age 25+).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.5","Time series variables","Coming up with emergency funds: possible, primary education or less (% age 15+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, primary education or less (% age 15+).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.6","Time series variables","Coming up with emergency funds: possible, secondary education or more (% age 15+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, secondary education or more (% age 15+).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.7","Time series variables","Coming up with emergency funds: possible, income, poorest 40% (% age 15+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, income, poorest 40% (% age 15+).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.8","Time series variables","Coming up with emergency funds: possible, income, richest 60% (% age 15+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, income, richest 50% (% age 15+).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24a.t.a.9","Time series variables","Coming up with emergency funds: possible, rural (% age 15+)","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, rural (% age 15+).","The percentage of respondents who report that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a","Time series variables","Coming up with emergency funds: not possible (% age 15+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month.","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.1","Time series variables","Coming up with emergency funds: not possible, male (% age 15+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, male (% age 15+).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.10","Time series variables","Coming up with emergency funds: not possible, in labor force (% age 15+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, in labor force  (% age 15+).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.11","Time series variables","Coming up with emergency funds: not possible, out of labor force (% age 15+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, out of labor force  (% age 15+).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.2","Time series variables","Coming up with emergency funds: not possible, female  (% age 15+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, female (% age 15+).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.3","Time series variables","Coming up with emergency funds: not possible, young adults (% age 15-24)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, young adults (% age 15-24).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.4","Time series variables","Coming up with emergency funds: not possible, older adults (% age 25+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, older adults (% age 25+).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.5","Time series variables","Coming up with emergency funds: not possible, primary education or less (% age 15+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, primary education or less (% age 15+).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.6","Time series variables","Coming up with emergency funds: not possible, secondary education or more (% age 15+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, secondary education or more (% age 15+).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.7","Time series variables","Coming up with emergency funds: not possible, income, poorest 40% (% age 15+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, income, poorest 40% (% age 15+).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.8","Time series variables","Coming up with emergency funds: not possible, income, richest 60% (% age 15+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, income, richest 50% (% age 15+).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin24b.t.a.9","Time series variables","Coming up with emergency funds: not possible, rural (% age 15+)","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, rural (% age 15+).","The percentage of respondents who report that in case of an emergency it is not possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency within the next month, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin25a.t.a.s","Time series variables","Main source of emergency funds: savings (% able to raise funds, age 15+)","Among respondents reporting that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency, the percentage who cite savings as their main source of this money.","Among respondents reporting that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency, the percentage who cite savings as their main source of this money","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin25a.t.a.s.1","Time series variables","Main source of emergency funds: savings, male  (% able to raise funds, age 15+)","Among respondents reporting that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency, the percentage who cite savings as their main source of this money, male (% age 15+).","Among respondents reporting that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency, the percentage who cite savings as their main source of this money, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin25a.t.a.s.10","Time series variables","Main source of emergency funds: savings, in labor force (% able to raise funds, age 15+)","Among respondents reporting that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency, the percentage who cite savings as their main source of this money, in labor force  (% age 15+).","Among respondents reporting that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency, the percentage who cite savings as their main source of this money, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin25a.t.a.s.11","Time series variables","Main source of emergency funds: savings, out of labor force (% able to raise funds, age 15+)","Among respondents reporting that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency, the percentage who cite savings as their main source of this money, out of labor force  (% age 15+).","Among respondents reporting that in case of an emergency it is possible for them to come up with 1/20 of gross national income (GNI) per capita in local currency, the percentage who cite savings as their main source of this money, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
